event_id,session,sr_symbol,meeting_no,meeting_date,kind,draft_symbol,symbol_source,as_amended,subject,result,stated_yes,stated_no,stated_abstain,n_yes,n_no,n_abstain,totals_match
66-SR50-5,66,A/C.3/66/SR.50,50,22 November 2011,draft,A/C.3/66/L.34/Rev.1,subject,0,draft resolution A/C.3/66/L.34/Rev.1,adopted,118,52,2,118,52,2,1
66-SR50-6,66,A/C.3/66/SR.50,50,22 November 2011,draft,A/C.3/66/L.35/Rev.1,subject,0,draft resolution A/C.3/66/L.35/Rev.1,adopted,140,5,28,140,5,28,1
67-SR1-1,67,A/C.3/67/SR.40,1,19 November 2012,amendment,A/C.3/67/L.62,subject,0,the draft amendment contained in A/C.3/67/L.62,rejected,63,84,29,63,84,29,1
67-SR1-2,67,A/C.3/67/SR.40,1,19 November 2012,amendment,A/C.3/67/L.63,subject,0,the draft amendment contained in A/C.3/67/L.63,rejected,61,83,31,61,83,31,1
67-SR1-3,67,A/C.3/67/SR.40,1,19 November 2012,amendment,A/C.3/67/L.64,subject,1,"draft amendment A/C.3/67/L.64, as orally amended",rejected,54,80,37,54,80,37,1
67-SR1-4,67,A/C.3/67/SR.40,1,19 November 2012,amendment,A/C.3/67/L.65,subject,0,draft amendment A/C.3/67/L.65,rejected,53,86,35,53,86,35,1
67-SR1-5,67,A/C.3/67/SR.40,1,19 November 2012,amendment,A/C.3/67/L.66,subject,0,draft amendment A/C.3/67/L.66,rejected,55,85,35,55,85,35,1
67-SR1-6,67,A/C.3/67/SR.40,1,19 November 2012,draft,A/C.3/67/L.44/Rev.1,subject,0,draft resolution A/C.3/67/L.44/Rev.1,adopted,110,39,36,110,39,36,1
67-SR42-1,67,A/C.3/67/SR.42,42,20 November 2012,amendment,A/C.3/67/L.36,corrected,0,"the proposed amendment to draft resolution A/C.3/66/L.36, contained in document A/C.3/67/L.67",rejected,50,78,38,50,78,38,1
67-SR42-2,67,A/C.3/67/SR.42,42,20 November 2012,amendment,A/C.3/67/L.68,subject,0,the amendment proposed by the United Arab Emirates on behalf of the States Members of the United Nations that were members of the Organization of Islamic Cooperation contained in A/C.3/67/L.68,rejected,44,86,31,44,86,31,1
67-SR42-3,67,A/C.3/67/SR.42,42,20 November 2012,draft,A/C.3/67/L.36,subject,0,draft resolution A/C.3/67/L.36,adopted,108,1,65,108,1,65,1
67-SR43-1,67,A/C.3/67/SR.43,43,26 November 2012,draft,A/C.3/67/L.55/Rev.1,subject,0,draft resolution A/C.3/67/L.55/Rev.1,adopted,120,3,57,120,3,57,1
67-SR44-1,67,A/C.3/67/SR.44,44,26 November 2012,draft,A/C.3/67/L.38,subject,0,draft resolution A/C.3/67/L.38,adopted,115,52,2,115,52,2,1
67-SR45-1,67,A/C.3/67/SR.45,45,27 November 2012,draft,A/C.3/67/L.51,subject,0,draft resolution A/C.3/67/L.51,adopted,83,31,68,83,31,68,1
67-SR46-1,67,A/C.3/67/SR.46,46,27 November 2012,draft,A/C.3/67/L.52,subject,0,draft resolution A/C.3/67/L.52*,adopted,132,12,35,132,12,35,1
67-SR46-2,67,A/C.3/67/SR.46,46,27 November 2012,draft,A/C.3/67/L.9/Rev.1,subject,1,"draft resolution A/C.3/67/L.9/Rev.1, as orally revised",adopted,53,3,109,53,3,109,1
67-SR46-3,67,A/C.3/67/SR.46,46,27 November 2012,draft,A/C.3/67/L.54,subject,0,draft resolution A/C.3/67/L.54,adopted,173,6,3,173,6,3,1
67-SR47-1,67,A/C.3/67/SR.47,47,28 November 2012,draft,A/C.3/67/L.58,subject,0,draft resolution A/C.3/67/L.58,adopted,122,52,5,122,52,5,1
67-SR47-2,67,A/C.3/67/SR.47,47,28 November 2012,draft,A/C.3/67/L.27/Rev.1,subject,0,draft resolution A/C.3/67/L.27/Rev.1,adopted,149,1,17,149,1,17,1
67-SR47-3,67,A/C.3/67/SR.47,47,28 November 2012,draft,A/C.3/67/L.33,subject,0,draft resolution A/C.3/67/L.33,adopted,128,53,0,128,53,0,1
67-SR47-4,67,A/C.3/67/SR.47,47,28 November 2012,draft,A/C.3/67/L.39,subject,0,draft resolution A/C.3/67/L.39,adopted,147,4,28,147,4,29,0
67-SR48-1,67,A/C.3/67/SR.48,48,28 November 2012,draft,,,0,draft resolution A/C.3/L.56/Rev.1,adopted,126,6,47,126,6,47,1
67-SR48-2,67,A/C.3/67/SR.48,48,28 November 2012,draft,A/C.3/67/L.41,subject,0,draft resolution A/C.3/67/L.41,adopted,121,53,5,121,53,5,1
67-SR48-3,67,A/C.3/67/SR.48,48,28 November 2012,draft,A/C.3/67/L.43,subject,0,draft resolution A/C.3/67/L.43,adopted,121,52,7,121,52,7,1
67-SR48-4,67,A/C.3/67/SR.48,48,28 November 2012,draft,A/C.3/67/L.73,subject,0,Draft decision A/C.3/67/L.73,adopted,161,3,7,161,3,7,1
68-SR46-1,68,A/C.3/68/SR.46,46,14 November 2013,amendment,A/C.3/68/L.72,subject,0,"the proposed amendment to draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.72"" A/C.3/68/L.72, contained in document HYPERLINK ""http://undocs.org/A/C.3/68/L.41"" A/C.3/68/L.41",rejected,29,94,33,29,94,33,1
68-SR48-1,68,A/C.3/68/SR.48,48,19 November 2013,draft,A/C.3/68/L.42/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.42/Rev.1"" A/C.3/68/L.42/Rev.1",adopted,123,13,46,123,13,46,1
68-SR48-2,68,A/C.3/68/SR.48,48,19 November 2013,draft,A/C.3/68/L.57,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.57"" A/C.3/68/L.57",adopted,83,36,62,83,36,62,1
68-SR49-1,68,A/C.3/68/SR.49,49,21 November 2013,draft,A/C.3/68/L.68,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.68"" A/C.3/68/L.68",adopted,165,6,3,166,6,3,0
68-SR49-2,68,A/C.3/68/SR.49,49,21 November 2013,draft,A/C.3/68/L.36,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.36"" A/C.3/68/L.36",adopted,127,53,0,127,53,0,1
68-SR49-3,68,A/C.3/68/SR.49,49,21 November 2013,draft,A/C.3/68/L.38,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.38"" A/C.3/68/L.38",adopted,126,54,1,126,54,1,1
68-SR49-4,68,A/C.3/68/SR.49,49,21 November 2013,draft,A/C.3/68/L.39,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.39"" A/C.3/68/L.39",adopted,126,54,0,126,54,0,1
68-SR49-5,68,A/C.3/68/SR.49,49,21 November 2013,draft,A/C.3/68/L.65/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.65/Rev.1"" A/C.3/68/L.65/Rev.1",adopted,126,3,50,126,3,50,1
68-SR51-1,68,A/C.3/68/SR.51,51,26 November 2013,draft,A/C.3/68/L.66,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.66"" A/C.3/68/L.66",adopted,119,53,9,119,53,9,1
68-SR51-2,68,A/C.3/68/SR.51,51,26 November 2013,draft,A/C.3/68/L.35,subject,1,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.35"" A/C.3/68/L.35, as orally revised",adopted,148,4,27,148,4,27,1
68-SR52-1,68,A/C.3/68/SR.52,52,26 November 2013,draft,A/C.3/68/L.47,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.47"" A/C.3/68/L.47",adopted,112,52,0,110,52,0,0
68-SR52-2,68,A/C.3/68/SR.52,52,26 November 2013,draft,A/C.3/68/L.52/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.52/Rev.1"" A/C.3/68/L.52/Rev.1",adopted,170,1,5,164,1,5,0
68-SR52-3,68,A/C.3/68/SR.52,52,26 November 2013,draft,A/C.3/68/L.58,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.58"" A/C.3/68/L.58",adopted,120,54,5,119,54,5,0
68-SR54-1,68,A/C.3/68/SR.54,54,27 November 2013,draft,A/C.3/68/L.69/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.69/Rev.1"" A/C.3/68/L.69/Rev.1",adopted,126,9,46,126,9,46,1
68-SR54-2,68,A/C.3/68/SR.54,54,27 November 2013,amendment,A/C.3/68/L.77,subject,0,"the amendment contained in document HYPERLINK ""http://undocs.org/A/C.3/68/L.77"" A/C.3/68/L.77",rejected,74,76,18,74,76,18,1
68-SR54-3,68,A/C.3/68/SR.54,54,27 November 2013,draft,A/C.3/68/L.75,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/68/L.75"" A/C.3/68/L.75",adopted,87,66,22,87,66,22,1
69-SR44-1,69,A/C.3/69/SR.44,44,13 November 2014,draft,A/C.3/69/L.36/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.36/Rev.1"" A/C.3/69/L.36/Rev.1",adopted,161,1,3,161,1,3,1
69-SR46-1,69,A/C.3/69/SR.46,46,18 November 2014,amendment,A/C.3/69/L.35/Rev.1,context,0,the oral amendment proposed by the United Republic of Tanzania,rejected,17,66,75,17,66,75,1
69-SR46-2,69,A/C.3/69/SR.46,46,18 November 2014,draft,A/C.3/69/L.35/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.35/Rev.1"" A/C.3/69/L.35/Rev.1",adopted,160,0,16,160,0,16,1
69-SR46-3,69,A/C.3/69/SR.46,46,18 November 2014,amendment,A/C.3/69/L.63,subject,0,the amendment proposed by Cuba,rejected,40,77,50,40,77,50,1
69-SR47-1,69,A/C.3/69/SR.47,47,18 November 2014,draft,A/C.3/69/L.28/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.28/Rev.1"" A/C.3/69/L.28/Rev.1",adopted,111,19,55,111,19,55,1
69-SR47-2,69,A/C.3/69/SR.47,47,18 November 2014,draft,A/C.3/69/L.31,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.31"" A/C.3/69/L.31",adopted,125,13,47,125,13,47,1
69-SR47-3,69,A/C.3/69/SR.47,47,18 November 2014,draft,A/C.3/69/L.33,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.33"" A/C.3/69/L.33",adopted,78,35,69,78,35,69,1
69-SR48-1,69,A/C.3/69/SR.48,48,19 November 2014,amendment,A/C.3/69/L.64,subject,0,the amendment proposed by Egypt,rejected,53,82,24,53,82,24,1
69-SR48-2,69,A/C.3/69/SR.48,48,19 November 2014,draft,A/C.3/69/L.47/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.47/Rev.1"" A/C.3/69/L.47/Rev.1",adopted,111,1,64,111,1,64,1
69-SR48-3,69,A/C.3/69/SR.48,48,19 November 2014,amendment,A/C.3/69/L.24/Rev.1,subject,1,"the proposed amendment to draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.24/Rev.1"" A/C.3/69/L.24/Rev.1, as orally revised",rejected,66,81,17,66,81,17,1
69-SR50-1,69,A/C.3/69/SR.50,50,21 November 2014,draft,A/C.3/69/L.56/Rev.1,subject,1,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.56/Rev.1"" A/C.3/69/L.56/Rev.1 as orally amended",adopted,115,3,55,115,3,55,1
69-SR50-2,69,A/C.3/69/SR.50,50,21 November 2014,draft,A/C.3/69/L.58,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.58*"" A/C.3/69/L.58*",adopted,170,7,6,170,7,6,1
69-SR50-3,69,A/C.3/69/SR.50,50,21 November 2014,amendment,A/C.3/69/L.66,subject,0,"the amendment contained in document HYPERLINK ""http://undocs.org/A/C.3/69/L.66"" A/C.3/69/L.66",rejected,55,85,22,55,85,22,1
69-SR50-4,69,A/C.3/69/SR.50,50,21 November 2014,draft,A/C.3/69/L.51/Rev.1,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.51/Rev.1"" A/C.3/69/L.51/Rev.1",adopted,114,36,34,114,36,34,1
69-SR51-1,69,A/C.3/69/SR.51,51,24 November 2014,draft,A/C.3/69/L.38,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.38"" A/C.3/69/L.38",adopted,128,53,1,128,53,1,1
69-SR51-2,69,A/C.3/69/SR.51,51,24 November 2014,draft,A/C.3/69/L.46,subject,1,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.46"" A/C.3/69/L.46, as orally revised",adopted,148,4,27,148,4,27,1
69-SR52-1,69,A/C.3/69/SR.52,52,24 November 2014,draft,A/C.3/69/L.45,subject,1,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.45"" A/C.3/69/L.45, as orally revised",adopted,124,52,2,124,52,2,1
69-SR53-1,69,A/C.3/69/SR.53,53,25 November 2014,draft,A/C.3/69/L.65,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.65"" A/C.3/69/L.65",adopted,115,3,56,115,3,56,1
69-SR53-2,69,A/C.3/69/SR.53,53,25 November 2014,draft,A/C.3/69/L.53,subject,0,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.53"" A/C.3/69/L.53",adopted,123,51,5,123,51,5,1
69-SR54-1,69,A/C.3/69/SR.54,54,25 November 2014,draft,A/C.3/69/L.41,subject,1,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.41"" A/C.3/69/L.41, as orally revised",adopted,122,53,1,122,53,1,1
69-SR54-2,69,A/C.3/69/SR.54,54,25 November 2014,draft,A/C.3/69/L.43,subject,1,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.43"" A/C.3/69/L.43, as orally revised",adopted,120,52,6,120,52,6,1
69-SR55-1,69,A/C.3/69/SR.55,55,26 November 2014,draft,A/C.3/69/L.59,subject,1,"draft resolution HYPERLINK ""http://undocs.org/A/C.3/69/L.59"" A/C.3/69/L.59, as orally revised",adopted,121,9,42,121,9,42,1
70-SR48-1,70,A/C.3/70/SR.48,48,17 November 2015,amendment,A/C.3/70/L.64,subject,0,the amendment contained in document A/C.3/70/L.64,rejected,24,101,34,24,101,34,1
70-SR48-2,70,A/C.3/70/SR.48,48,17 November 2015,draft,A/C.3/70/L.54,subject,0,draft resolution A/C.3/70/L.54,adopted,155,0,15,155,0,15,1
70-SR48-3,70,A/C.3/70/SR.48,48,17 November 2015,draft,A/C.3/70/L.57,subject,0,draft resolution A/C.3/70/L.57,adopted,169,1,2,169,1,2,1
70-SR50-1,70,A/C.3/70/SR.50,50,19 November 2015,draft,A/C.3/70/L.59/Rev.1,context,0,draft resolution A/C.3/70/SR.59/Rev.1,adopted,126,4,53,126,4,53,1
70-SR50-2,70,A/C.3/70/SR.50,50,19 November 2015,draft,A/C.3/70/L.61,subject,1,"draft resolution A/C.3/70/SR.61, as orally revised",adopted,128,11,44,128,11,44,1
70-SR50-3,70,A/C.3/70/SR.50,50,19 November 2015,draft,A/C.3/70/L.35,subject,1,"draft resolution A/C.3/70/L.35, as orally revised",adopted,112,19,50,112,19,50,1
70-SR51-1,70,A/C.3/70/SR.51,51,19 November 2015,draft,A/C.3/70/L.45,subject,0,draft resolution A/C.3/70/L.45,adopted,76,35,68,76,35,68,1
70-SR51-2,70,A/C.3/70/SR.51,51,19 November 2015,draft,A/C.3/70/L.47,subject,0,draft resolution A/C.3/70/L.47,adopted,115,15,51,115,15,51,1
70-SR52-1,70,A/C.3/70/SR.52,52,20 November 2015,draft,A/C.3/70/L.32,subject,0,draft resolution A/C.3/70/L.32,adopted,126,53,1,126,53,1,1
70-SR52-2,70,A/C.3/70/SR.52,52,20 November 2015,draft,A/C.3/70/L.33,subject,0,draft resolution A/C.3/70/L.33,adopted,124,54,1,124,54,1,1
70-SR52-3,70,A/C.3/70/SR.52,52,20 November 2015,draft,A/C.3/70/L.38,subject,0,draft resolution A/C.3/70/L.38,adopted,130,54,0,130,54,0,1
70-SR53-1,70,A/C.3/70/SR.53,53,23 November 2015,draft,A/C.3/70/L.42,subject,0,draft resolution A/C.3/70/L.42,adopted,170,6,4,170,6,4,1
70-SR53-2,70,A/C.3/70/SR.53,53,23 November 2015,draft,A/C.3/70/L.58,subject,0,draft resolution A/C.3/70/L.58,adopted,121,53,6,121,53,6,1
70-SR53-3,70,A/C.3/70/SR.53,53,23 November 2015,draft,A/C.3/70/L.30,subject,0,draft resolution A/C.3/70/L.30,adopted,121,53,5,121,53,5,1
70-SR53-4,70,A/C.3/70/SR.53,53,23 November 2015,draft,A/C.3/70/L.43,subject,1,"draft resolution A/C.3/70/L.43, as orally revised",adopted,128,53,2,128,53,2,1
70-SR54-1,70,A/C.3/70/SR.54,54,24 November 2015,draft,A/C.3/70/L.66,subject,0,draft resolution A/C.3/70/L.66,adopted,111,2,59,111,2,59,1
70-SR54-2,70,A/C.3/70/SR.54,54,24 November 2015,amendment,A/C.3/70/L.28/Rev.1,subject,0,the oral amendment to paragraph 49 (u) of draft resolution A/C.3/70/L.28/Rev.1,rejected,67,85,15,67,85,15,1
70-SR54-3,70,A/C.3/70/SR.54,54,24 November 2015,paragraph,A/C.3/70/L.28/Rev.1,subject,0,the proposal to delete paragraph 49 (u) of draft resolution A/C.3/70/L.28/Rev.1,rejected,63,90,11,63,90,11,1
70-SR55-1,70,A/C.3/70/SR.55,55,24 November 2015,draft,A/C.3/70/L.28/Rev.1,subject,0,draft resolution A/C.3/70/L.28/Rev.1,adopted,128,0,44,128,0,44,1
70-SR55-2,70,A/C.3/70/SR.55,55,24 November 2015,draft,A/C.3/70/L.37/Rev.1,subject,0,draft resolution A/C.3/70/L.37/Rev.1,adopted,136,4,34,136,4,34,1
70-SR56-1,70,A/C.3/70/SR.56,56,25 November 2015,draft,A/C.3/70/L.46/Rev.1,subject,1,"draft resolution A/C.3/70/L.46/Rev.1, as orally revised",adopted,117,14,40,117,14,40,1
71-SR48-1,71,A/C.3/71/SR.48,48,15 November 2016,motion,A/C.3/71/L.24,context,0,the motion for the adjournment of the debate on agenda item 68 (c),rejected,32,101,37,32,101,37,1
71-SR48-2,71,A/C.3/71/SR.48,48,15 November 2016,draft,A/C.3/71/L.24,subject,0,draft resolution A/C.3/71/L.24,adopted,116,15,49,116,15,49,1
71-SR49-1,71,A/C.3/71/SR.49,49,15 November 2016,draft,A/C.3/71/L.25,subject,1,"draft resolution A/C.3/71/L.25, as orally revised",adopted,85,35,63,85,35,63,1
71-SR49-2,71,A/C.3/71/SR.49,49,15 November 2016,draft,A/C.3/71/L.26,subject,0,draft resolution A/C.3/71/L.26,adopted,73,23,76,73,23,76,1
71-SR50-1,71,A/C.3/71/SR.50,50,17 November 2016,draft,A/C.3/71/L.45/Rev.1,subject,0,draft resolution A/C.3/71/L.45/Rev.1,adopted,131,3,48,131,3,48,1
71-SR50-2,71,A/C.3/71/SR.50,50,17 November 2016,amendment,A/C.3/71/L.27,subject,0,the proposed amendment to draft resolution A/C.3/71/L.27 contained in document A/C.3/71/L.54,adopted,76,72,26,76,72,26,1
71-SR50-3,71,A/C.3/71/SR.50,50,17 November 2016,motion,A/C.3/71/L.54,context,0,the motion under rule 118 of the rules of procedure of the General Assembly,adopted,80,53,26,80,53,26,1
71-SR50-4,71,A/C.3/71/SR.50,50,17 November 2016,draft,A/C.3/71/L.27,subject,1,"draft resolution A/C.3/71/L.27, as orally revised and amended",adopted,115,38,31,115,38,31,1
71-SR52-1,71,A/C.3/71/SR.52,52,18 November 2016,draft,A/C.3/71/L.42,subject,0,draft resolution A/C.3/71/L.42,adopted,117,50,6,117,50,6,1
71-SR52-2,71,A/C.3/71/SR.52,52,18 November 2016,draft,A/C.3/71/L.29,subject,0,draft resolution A/C.3/71/L.29,adopted,116,34,19,116,34,19,1
71-SR52-3,71,A/C.3/71/SR.52,52,18 November 2016,amendment,A/C.3/71/L.53,subject,0,the amendment contained in document A/C.3/71/L.53,rejected,60,84,27,60,84,27,1
71-SR52-4,71,A/C.3/71/SR.52,52,18 November 2016,draft,A/C.3/71/L.38/Rev.1,subject,0,draft resolution A/C.3/71/L.38/Rev.1,adopted,106,0,69,106,0,69,1
71-SR53-1,71,A/C.3/71/SR.53,53,21 November 2016,amendment,A/C.3/71/L.46,subject,0,the proposed amendment to draft resolution A/C.3/71/L.46 contained in document A/C.3/71/L.52,adopted,84,77,17,84,77,17,1
71-SR53-2,71,A/C.3/71/SR.53,53,21 November 2016,draft,A/C.3/71/L.46,subject,0,draft resolution A/C.3/71/L.46,adopted,94,3,80,94,3,80,1
71-SR54-1,71,A/C.3/71/SR.54,54,21 November 2016,draft,A/C.3/71/L.50,subject,0,draft resolution A/C.3/71/L.50,adopted,170,7,5,170,7,5,1
71-SR54-2,71,A/C.3/71/SR.54,54,21 November 2016,draft,A/C.3/71/L.30/Rev.1,corrected,0,draft resolution A/C.3/70/L.30/Rev.1,adopted,123,53,6,123,53,6,1
71-SR54-3,71,A/C.3/71/SR.54,54,21 November 2016,draft,A/C.3/71/L.32/Rev.1,subject,0,draft resolution A/C.3/71/L.32/Rev.1,adopted,138,3,39,138,3,39,1
71-SR54-4,71,A/C.3/71/SR.54,54,21 November 2016,draft,A/C.3/71/L.33/Rev.1,subject,0,draft resolution A/C.3/71/L.33/Rev.1,adopted,128,54,0,128,54,0,1
71-SR54-5,71,A/C.3/71/SR.54,54,21 November 2016,draft,A/C.3/71/L.37,subject,0,draft resolution A/C.3/71/L.37,adopted,128,53,2,128,53,2,1
71-SR55-1,71,A/C.3/71/SR.55,55,22 November 2016,amendment,A/C.3/71/L.20/Rev.1,context,0,the oral amendment proposed by the representative of Sudan,rejected,23,100,33,23,100,33,1
71-SR56-1,71,A/C.3/71/SR.56,56,22 November 2016,draft,A/C.3/71/L.48/Rev.1,subject,0,draft resolution A/C.3/71/L.48/Rev.1,adopted,123,10,44,123,10,44,1
71-SR56-2,71,A/C.3/71/SR.56,56,22 November 2016,draft,A/C.3/71/L.19/Rev.1,subject,0,draft resolution A/C.3/71/L.19/Rev.1,adopted,164,0,2,164,0,2,1
71-SR57-1,71,A/C.3/71/SR.57,57,23 November 2016,amendment,A/C.3/71/L.14/Rev.1,subject,0,the proposed amendment to draft resolution A/C.3/71/L.14/Rev.1 contained in document A/C.3/71/L.55 as orally corrected,rejected,19,106,32,19,106,32,1
72-SR44-1,72,A/C.3/72/SR.44,44,9 November 2017,amendment,A/C.3/72/L.20/Rev.1,subject,0,the oral amendment proposed by the Sudan to delete the seventh preambular paragraph,rejected,21,101,32,21,101,32,1
72-SR44-2,72,A/C.3/72/SR.44,44,9 November 2017,amendment,A/C.3/72/L.20/Rev.1,subject,0,the oral amendment proposed by the Sudan to delete paragraph 4,rejected,21,102,32,21,102,32,1
72-SR44-3,72,A/C.3/72/SR.44,44,9 November 2017,amendment,A/C.3/72/L.64,subject,0,the amendment contained in document A/C.3/72/L.64,rejected,39,79,32,39,79,32,1
72-SR44-4,72,A/C.3/72/SR.44,44,9 November 2017,amendment,A/C.3/72/L.65,subject,0,the amendment contained in document A/C.3/72/L.65,rejected,40,77,29,40,77,29,1
72-SR44-5,72,A/C.3/72/SR.44,44,9 November 2017,amendment,A/C.3/72/L.66,subject,0,the amendment contained in document A/C.3/72/L.66,rejected,25,88,34,25,88,34,1
72-SR44-6,72,A/C.3/72/SR.44,44,9 November 2017,draft,A/C.3/72/L.23,subject,0,draft resolution A/C.3/72/L.23,adopted,148,0,14,148,0,14,1
72-SR45-1,72,A/C.3/72/SR.45,45,14 November 2017,draft,A/C.3/72/L.25,subject,0,draft resolution A/C.3/72/L.25,adopted,178,0,2,178,0,2,1
72-SR45-2,72,A/C.3/72/SR.45,45,14 November 2017,draft,A/C.3/72/L.41,subject,0,draft resolution A/C.3/72/L.41,adopted,83,30,68,83,30,68,1
72-SR45-3,72,A/C.3/72/SR.45,45,14 November 2017,draft,A/C.3/72/L.42,subject,0,draft resolution A/C.3/72/L.42,adopted,71,25,77,71,25,77,1
72-SR46-1,72,A/C.3/72/SR.46,46,14 November 2017,draft,A/C.3/72/L.54,subject,0,draft resolution A/C.3/72/L.54,adopted,108,17,57,108,17,58,0
72-SR47-1,72,A/C.3/72/SR.47,47,16 November 2017,draft,A/C.3/72/L.48,subject,0,draft resolution A/C.3/72/L.48,adopted,135,10,26,135,10,26,1
72-SR47-2,72,A/C.3/72/SR.47,47,16 November 2017,amendment,A/C.3/72/L.56/Rev.1,subject,0,the oral amendments proposed by the representative of the United States of America,rejected,3,81,73,3,81,73,1
72-SR47-3,72,A/C.3/72/SR.47,47,16 November 2017,draft,A/C.3/72/L.56/Rev.1,subject,0,draft resolution A/C.3/72/L.56/Rev.1,adopted,125,2,51,125,2,51,1
72-SR48-1,72,A/C.3/72/SR.48,48,16 November 2017,draft,A/C.3/72/L.62,subject,0,draft resolution A/C.3/72/L.62,adopted,117,2,60,117,2,60,1
72-SR48-2,72,A/C.3/72/SR.48,48,16 November 2017,draft,A/C.3/72/L.34,subject,1,"draft resolution A/C.3/72/L.34, as orally revised",adopted,127,52,4,127,52,4,1
72-SR48-3,72,A/C.3/72/SR.48,48,16 November 2017,draft,A/C.3/72/L.26/Rev.1,subject,0,draft resolution A/C.3/72/L.26/Rev.1,adopted,133,10,38,133,10,38,1
72-SR48-4,72,A/C.3/72/SR.48,48,16 November 2017,draft,A/C.3/72/L.27,subject,0,draft resolution A/C.3/72/L.27,adopted,128,53,0,128,53,0,1
72-SR48-5,72,A/C.3/72/SR.48,48,16 November 2017,draft,A/C.3/72/L.29/Rev.1,subject,0,draft resolution A/C.3/72/L.29/Rev.1,adopted,128,52,0,128,52,0,1
72-SR48-6,72,A/C.3/72/SR.48,48,16 November 2017,draft,A/C.3/72/L.31,subject,0,draft resolution A/C.3/72/L.31,adopted,123,53,5,123,53,5,1
72-SR48-7,72,A/C.3/72/SR.48,48,16 November 2017,draft,A/C.3/72/L.32/Rev.1,subject,1,draft resolution A/C.3/72/L.32/Rev.1 as orally revised,adopted,177,2,1,177,2,1,1
72-SR48-8,72,A/C.3/72/SR.48,48,16 November 2017,draft,A/C.3/72/L.33,subject,0,draft resolution A/C.3/72/L.33,adopted,127,51,0,127,51,0,1
72-SR49-1,72,A/C.3/72/SR.49,49,17 November 2017,amendment,A/C.3/72/L.39/Rev.1,subject,0,the oral amendment proposed by the representative of Kyrgyzstan to the twenty-sixth preambular paragraph of draft resolution A/C.3/72/L.39/Rev.1,rejected,17,106,33,17,106,33,1
72-SR49-2,72,A/C.3/72/SR.49,49,17 November 2017,amendment,A/C.3/72/L.39/Rev.1,subject,0,the second oral amendment proposed by the representative of Kyrgyzstan to paragraph 9 of draft resolution A/C.3/72/L.39/Rev.1,rejected,19,105,31,19,105,31,1
72-SR49-3,72,A/C.3/72/SR.49,49,17 November 2017,draft,A/C.3/72/L.39/Rev.1,subject,0,draft resolution A/C.3/72/SR.39/Rev.1,adopted,173,1,3,173,1,3,1
72-SR49-4,72,A/C.3/72/SR.49,49,17 November 2017,amendment,A/C.3/72/L.15/Rev.1,context,0,the oral amendment proposed by the representative of Saint Lucia,rejected,45,99,20,45,99,20,1
72-SR50-1,72,A/C.3/72/SR.50,50,20 November 2017,motion,A/C.3/72/L.19/Rev.1,context,0,the motion to suspend the meeting,approved,103,25,21,103,25,21,1
72-SR50-2,72,A/C.3/72/SR.50,50,20 November 2017,draft,A/C.3/72/L.19/Rev.1,subject,0,the Argentine oral revision to draft resolution A/C.3/72/L.19/Rev.1,rejected,84,73,11,73,84,11,0
